,Company,Model,Price,Year,Kilometer,Transmission,Location,Color,Owner,Seller Type,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Base Model,Car Age,Age Segment,Price Segment,Engine CC,Max Power,Fuel_Diesel,Fuel_Hybrid,Fuel_LPG,Fuel_Petrol,Fuel_Petrol+CNG
575,Audi,Q7 Technology 55 TFSI,9400000,2022,4500,2,Delhi,Black,1,Individual,500.0,AWD,5064.0,1970.0,1703.0,7.0,85.0,Q7 Technology,3,0–3 yrs,High Range,2995,335.0,0,0,0,1,0
576,Maruti Suzuki,Alto VXi,250000,2014,114000,1,Aurangabad,White,2,Individual,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,Alto Vxi,11,11–15 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
577,Mahindra,XUV500 W10 AT,994999,2016,105000,2,Mumbai,Grey,2,Individual,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W10,9,7–10 yrs,Low to Mid Range,2179,138.0,1,0,0,0,0
578,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],675000,2016,45000,1,Jalandhar,Red,1,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,9,7–10 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
579,Maruti Suzuki,Swift DZire VXI,455000,2014,30183,1,Mumbai,Grey,1,Individual,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,11,11–15 yrs,Low to Mid Range,1197,85.0,0,0,0,1,0
580,Maruti Suzuki,Wagon R VXI,345000,2016,73190,1,Nagpur,Grey,2,Individual,90.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,9,7–10 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
581,BMW,X1 sDrive20i xLine,4700000,2022,13120,2,Pune,White,1,Individual,280.0,FWD,4447.0,1821.0,1598.0,5.0,51.0,X1 Sdrive20I,3,0–3 yrs,Low to Mid Range,1998,189.0,0,0,0,1,0
582,Hyundai,Elantra 1.8 SX MT,700000,2014,64000,1,Dehradun,White,1,Individual,177.0,FWD,4530.0,1775.0,1470.0,5.0,56.0,Elantra 1.8,11,11–15 yrs,Low to Mid Range,1797,147.0,0,0,0,1,0
583,Honda,City E Diesel,499000,2014,140000,1,Hyderabad,White,1,Individual,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City E,11,11–15 yrs,Low to Mid Range,1498,99.0,1,0,0,0,0
584,Maruti Suzuki,Ciaz VXi,590000,2015,39000,1,Delhi,White,1,Individual,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Vxi,10,7–10 yrs,Low to Mid Range,1373,91.0,0,0,0,1,0
585,Nissan,Micra XV CVT [2016-2017],490000,2014,56918,2,Coimbatore,Blue,2,Individual,104.0,FWD,3825.0,1665.0,1530.0,5.0,41.0,Micra Xv,11,11–15 yrs,Low to Mid Range,1198,76.0,0,0,0,1,0
586,Maruti Suzuki,DZire VDi AMT,695000,2018,55000,2,Delhi,Grey,1,Individual,190.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,Dzire Vdi,7,7–10 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
587,Hyundai,Venue SX 1.4 CRDi,1025000,2019,42000,1,Mumbai,Silver,1,Individual,220.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,Venue Sx,6,4–6 yrs,Low to Mid Range,1396,89.0,1,0,0,0,0
588,Volkswagen,Tiguan AllSpace 2.0 TSI,3375000,2021,25000,2,Mumbai,Silver,1,Individual,320.0,AWD,4701.0,1839.0,1674.0,7.0,60.0,Tiguan Allspace,4,4–6 yrs,Low to Mid Range,1984,188.0,0,0,0,1,0
589,Toyota,Innova 2.4 VX 8 STR [2016-2020],2250000,2019,28000,1,Pune,Maroon,1,Individual,343.0,RWD,4735.0,1830.0,1795.0,8.0,55.0,Innova 2.4,6,4–6 yrs,Low to Mid Range,2393,148.0,1,0,0,0,0
590,Mercedes-Benz,GLA 200 d Sport,2650000,2018,43000,2,Mumbai,Grey,2,Individual,300.0,FWD,4424.0,1804.0,1494.0,5.0,50.0,Gla 200,7,7–10 yrs,Low to Mid Range,2143,134.0,1,0,0,0,0
591,Maruti Suzuki,Baleno Delta 1.2,715000,2021,16000,1,Delhi,Grey,1,Individual,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,Baleno Delta,4,4–6 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
592,Hyundai,Creta SX 1.6 AT CRDi,1200000,2019,27657,2,Kolkata,Grey,2,Individual,260.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Sx,6,4–6 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
593,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],275000,2012,30000,1,Indore,White,1,Individual,94.0,FWD,3515.0,1500.0,1510.0,5.0,32.0,Eon 1.0,13,11–15 yrs,Low to Mid Range,998,68.0,0,0,0,1,0
594,Honda,City 1.5 V MT,445000,2012,111000,1,Ernakulam,Red,1,Individual,146.0,FWD,4440.0,1695.0,1485.0,5.0,42.0,City 1.5,13,11–15 yrs,Low to Mid Range,1497,116.0,0,0,0,1,0
595,Mercedes-Benz,A-Class A 200d,1850000,2016,37600,2,Pune,Red,1,Individual,300.0,FWD,4299.0,1780.0,1433.0,4.0,50.0,A-Class A,9,7–10 yrs,Low to Mid Range,2143,134.0,1,0,0,0,0
596,Maruti Suzuki,Baleno Alpha 1.3,665000,2017,48000,1,Delhi,Blue,1,Individual,190.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,Baleno Alpha,8,7–10 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
597,Hyundai,Creta EX 1.4 CRDi,1090000,2019,37000,1,Hyderabad,Blue,1,Individual,220.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Ex,6,4–6 yrs,Low to Mid Range,1396,89.0,1,0,0,0,0
598,Mercedes-Benz,S-Class S 350 CDI,5500000,2015,54000,2,Faridabad,White,1,Individual,620.0,RWD,5246.0,1899.0,1494.0,5.0,70.0,S-Class S,10,7–10 yrs,High Range,2987,255.0,1,0,0,0,0
599,Audi,A6 35 TDI Matrix,2400000,2017,81802,2,Nashik,Blue,2,Individual,400.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,A6 35,8,7–10 yrs,Low to Mid Range,1968,190.0,1,0,0,0,0
600,Hyundai,Verna SX Plus 1.6 CRDi AT,1085000,2018,45915,2,Mumbai,Black,1,Individual,260.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,Verna Sx,7,7–10 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
601,Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,2140000,2021,24000,2,Mumbai,Grey,1,Individual,191.0,FWD,4500.0,1790.0,1675.0,6.0,50.0,Alcazar Signature,4,4–6 yrs,Low to Mid Range,1999,157.0,0,0,0,1,0
602,Honda,Amaze 1.2 V CVT Petrol [2018-2020],795000,2019,22224,2,Pune,Grey,1,Individual,110.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,Amaze 1.2,6,4–6 yrs,Low to Mid Range,1199,89.0,0,0,0,1,0
603,Maruti Suzuki,Ertiga VXI CNG,1080000,2021,38000,1,Delhi,White,1,Individual,130.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,Ertiga Vxi,4,4–6 yrs,Low to Mid Range,1373,94.0,0,0,0,0,0
604,Honda,Amaze 1.2 S MT Petrol [2018-2020],628000,2018,53848,1,Delhi,Maroon,1,Individual,110.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,Amaze 1.2,7,7–10 yrs,Low to Mid Range,1199,89.0,0,0,0,1,0
605,BMW,3-Series 320d Luxury Line,1550000,2013,104264,2,Hyderabad,Red,2,Individual,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,3-Series 320D,12,11–15 yrs,Low to Mid Range,1995,188.0,1,0,0,0,0
606,Mercedes-Benz,E-Class E 200,2400000,2016,61159,2,Mumbai,Black,2,Individual,300.0,RWD,4879.0,1854.0,1474.0,5.0,80.0,E-Class E,9,7–10 yrs,Low to Mid Range,1991,184.0,0,0,0,1,0
607,Honda,City VX (O) MT,595000,2015,72000,1,Meerut,Brown,1,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Vx,10,7–10 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
608,Land Rover,Evoque SE,3450000,2016,29000,2,Delhi,Blue,1,Individual,420.0,AWD,4465.0,1900.0,1635.0,5.0,57.0,Evoque Se,9,7–10 yrs,Low to Mid Range,2179,188.0,1,0,0,0,0
609,Honda,WR-V VX MT Petrol,819999,2018,42000,1,Chennai,Maroon,1,Individual,110.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,Wr-V Vx,7,7–10 yrs,Low to Mid Range,1199,89.0,0,0,0,1,0
610,Audi,Q5 2.0 TDI quattro Premium Plus,1490000,2012,40000,2,Raipur,Black,1,Individual,380.0,AWD,4629.0,1898.0,1653.0,5.0,75.0,Q5 2.0,13,11–15 yrs,Low to Mid Range,1968,174.0,1,0,0,0,0
611,Mahindra,XUV300 1.5 W6 [2019-2020],950000,2020,57400,1,Agra,White,1,Individual,300.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,Xuv300 1.5,5,4–6 yrs,Low to Mid Range,1497,115.0,1,0,0,0,0
612,Jaguar,XF Prestige Diesel CBU,3750000,2019,13500,2,Delhi,Silver,2,Individual,430.0,RWD,5067.0,2091.0,1457.0,5.0,66.0,Xf Prestige,6,4–6 yrs,Low to Mid Range,1999,177.0,1,0,0,0,0
613,Mercedes-Benz,C-Class C200 Progressive,4950000,2021,12400,2,Pune,Blue,1,Individual,300.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C200,4,4–6 yrs,Low to Mid Range,1991,201.0,0,0,0,1,0
614,Jeep,Compass Model S (O) Diesel 4x4 AT,2950000,2021,38000,2,Pune,White,1,Individual,350.0,AWD,4405.0,1818.0,1640.0,5.0,60.0,Compass Model,4,4–6 yrs,Low to Mid Range,1956,168.0,1,0,0,0,0
615,Toyota,Fortuner 3.0 4x4 MT,1290000,2012,121000,1,Ludhiana,Gold,2,Individual,343.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,13,11–15 yrs,Low to Mid Range,2982,169.0,1,0,0,0,0
616,Toyota,Etios Liva GD,625000,2015,76000,1,Pune,White,1,Individual,170.0,FWD,3775.0,1695.0,1510.0,5.0,45.0,Etios Liva,10,7–10 yrs,Low to Mid Range,1364,67.0,1,0,0,0,0
617,Mahindra,XUV500 W10,1490000,2018,50000,1,Chennai,Maroon,1,Individual,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W10,7,7–10 yrs,Low to Mid Range,2179,138.0,1,0,0,0,0
618,Hyundai,i10 Asta 1.2 AT with Sunroof,325000,2013,46721,2,Thane,Silver,2,Individual,111.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,I10 Asta,12,11–15 yrs,Low to Mid Range,1197,80.0,0,0,0,1,0
619,Mahindra,XUV500 W10 AT,1190000,2017,41470,2,Delhi,Black,1,Individual,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W10,8,7–10 yrs,Low to Mid Range,2179,138.0,1,0,0,0,0
620,Mahindra,Scorpio VLX 2WD Airbag BS-IV,625000,2013,170000,1,Salem,White,3,Individual,290.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,Scorpio Vlx,12,11–15 yrs,Low to Mid Range,2179,120.0,1,0,0,0,0
621,Land Rover,Range Rover Sport SDV6 HSE,5375000,2014,80000,2,Delhi,White,2,Individual,600.0,AWD,4879.0,2073.0,1780.0,5.0,77.0,Range Rover,11,11–15 yrs,High Range,2993,289.0,1,0,0,0,0
622,Honda,City ZX CVT Petrol [2017-2019],1138000,2018,6000,2,Mumbai,Silver,1,Corporate,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Zx,7,7–10 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
623,Audi,A4 1.8 TFSI Multitronic Premium Plus,4250000,2021,17000,2,Mumbai,White,1,Individual,320.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,A4 1.8,4,4–6 yrs,Low to Mid Range,1798,170.0,0,0,0,1,0
624,Honda,Brio S MT,365000,2014,31000,1,Kharar,White,1,Individual,109.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,Brio S,11,11–15 yrs,Low to Mid Range,1198,87.0,0,0,0,1,0
625,Chevrolet,Cruze LTZ AT,475000,2014,73265,2,Delhi,White,2,Individual,380.0,FWD,4597.0,1788.0,1477.0,5.0,60.0,Cruze Ltz,11,11–15 yrs,Low to Mid Range,1998,164.0,1,0,0,0,0
626,Hyundai,Creta SX 1.6 CRDi,1225000,2019,47000,1,Jalandhar,White,1,Individual,260.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Sx,6,4–6 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
627,Maruti Suzuki,Ertiga VDI SHVS,725000,2017,42000,1,Delhi,White,1,Individual,200.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,Ertiga Vdi,8,7–10 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
628,Mercedes-Benz,GLA 200 CDI Sport,2450000,2017,25000,2,Mumbai,White,2,Individual,300.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,Gla 200,8,7–10 yrs,Low to Mid Range,2143,134.0,1,0,0,0,0
629,Hyundai,Sonata 2.0 CRDi,225000,2009,140000,1,Yamunanagar,Silver,3,Individual,323.0,FWD,4800.0,1832.0,1485.0,5.0,70.0,Sonata 2.0,16,15+ yrs,Low to Mid Range,1991,142.0,1,0,0,0,0
630,Maruti Suzuki,DZire VXi AMT,695000,2018,68818,2,Mumbai,Silver,1,Individual,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,Dzire Vxi,7,7–10 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
631,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2200000,2018,57000,2,Pune,Grey,1,Individual,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.8,7,7–10 yrs,Low to Mid Range,2755,172.0,1,0,0,0,0
632,Honda,Amaze 1.5 VX CVT Diesel,950000,2020,39000,2,Ludhiana,White,1,Individual,160.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,Amaze 1.5,5,4–6 yrs,Low to Mid Range,1498,79.0,1,0,0,0,0
633,Toyota,Innova ZX 2.7 AT 7 STR,2598000,2022,12050,2,Delhi,Black,1,Individual,245.0,RWD,4735.0,1830.0,1795.0,7.0,65.0,Innova Zx,3,0–3 yrs,Low to Mid Range,2694,164.0,0,0,0,1,0
634,Honda,Jazz VX Petrol,585000,2017,24100,1,Mumbai,Silver,1,Individual,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,Jazz Vx,8,7–10 yrs,Low to Mid Range,1199,89.0,0,0,0,1,0
635,Ford,Aspire Titanium 1.2 Ti-VCT,434999,2017,23000,1,Delhi,White,1,Individual,112.0,FWD,3995.0,1695.0,1525.0,5.0,42.0,Aspire Titanium,8,7–10 yrs,Low to Mid Range,1196,87.0,0,0,0,1,0
636,Maruti Suzuki,Swift VDi,295000,2009,185000,1,Coimbatore,Grey,1,Individual,190.0,FWD,3760.0,1690.0,1530.0,5.0,43.0,Swift Vdi,16,15+ yrs,Low to Mid Range,1248,75.0,1,0,0,0,0
637,Maruti Suzuki,Ciaz Delta 1.5 Diesel,910000,2019,76000,1,Hyderabad,White,1,Individual,225.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Delta,6,4–6 yrs,Low to Mid Range,1498,94.0,1,0,0,0,0
638,Maruti Suzuki,Celerio VXi,565000,2020,47000,1,Hyderabad,White,1,Individual,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,Celerio Vxi,5,4–6 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
639,Toyota,Urban Cruiser Premium Grade AT,1050000,2021,1910,2,Varanasi,White,1,Individual,138.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Urban Cruiser,4,4–6 yrs,Low to Mid Range,1462,103.0,0,0,0,1,0
640,Hyundai,Creta E Plus 1.4 CRDI,990000,2019,23000,1,Ahmedabad,Orange,1,Individual,224.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,Creta E,6,4–6 yrs,Low to Mid Range,1396,89.0,1,0,0,0,0
641,Audi,A3 35 TDI Premium Plus,2590000,2020,36978,2,Chandigarh,Blue,2,Individual,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 35,5,4–6 yrs,Low to Mid Range,1968,141.0,1,0,0,0,0
642,Mahindra,XUV500 W8 AWD [2015-2017],1000000,2016,33000,1,Rudrapur,White,1,Individual,330.0,AWD,4585.0,1890.0,1785.0,7.0,70.0,Xuv500 W8,9,7–10 yrs,Low to Mid Range,2179,138.0,1,0,0,0,0
643,Hyundai,i10 1.1L iRDE ERA Special Edition,254999,2012,18954,1,Patna,White,1,Individual,99.081,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 1.1L,13,11–15 yrs,Low to Mid Range,1086,68.0,0,0,0,1,0
644,Hyundai,Verna Fluidic 1.6 VTVT SX AT,598000,2015,58200,2,Navi Mumbai,Silver,1,Individual,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,10,7–10 yrs,Low to Mid Range,1591,121.0,0,0,0,1,0
645,Hyundai,Elite i20 Asta 1.4 (O) CRDi,560000,2016,80000,1,Ambala Cantt,White,2,Individual,220.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,Elite I20,9,7–10 yrs,Low to Mid Range,1396,89.0,1,0,0,0,0
646,Audi,A4 2.0 TDI (177bhp) Premium,975000,2011,75000,2,Lucknow,Silver,1,Individual,380.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,A4 2.0,14,11–15 yrs,Low to Mid Range,1968,177.0,1,0,0,0,0
647,Audi,A3 35 TDI Premium,2600000,2017,64000,2,Chennai,Blue,1,Individual,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 35,8,7–10 yrs,Low to Mid Range,1968,141.0,1,0,0,0,0
648,Skoda,Rapid Ambition 1.6 TDI CR MT,745000,2016,117048,1,Hyderabad,Silver,1,Individual,250.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,Rapid Ambition,9,7–10 yrs,Low to Mid Range,1598,105.0,1,0,0,0,0
649,Hyundai,Grand i10 Asta 1.2 Kappa VTVT,495000,2017,47000,1,Delhi,Silver,1,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,8,7–10 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
650,Audi,A3 40 TFSI Premium Plus + sunroof,2450000,2018,43290,2,Pune,Blue,1,Individual,250.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 40,7,7–10 yrs,Low to Mid Range,1798,178.0,0,0,0,1,0
651,Mercedes-Benz,C-Class C 220 CDI Avantgarde,2850000,2016,7000,2,Delhi,White,1,Individual,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C,9,7–10 yrs,Low to Mid Range,2143,168.0,1,0,0,0,0
652,Mahindra,Scorpio S10,925000,2016,150000,1,Lucknow,White,1,Individual,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,Scorpio S10,9,7–10 yrs,Low to Mid Range,2179,120.0,1,0,0,0,0
653,Toyota,Fortuner 3.0 4x2 AT,1075000,2013,125000,2,Delhi,White,1,Individual,360.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,12,11–15 yrs,Low to Mid Range,2982,169.0,1,0,0,0,0
654,Mercedes-Benz,E-Class E 350 d Exclusive [2017-2019],6225000,2019,42079,2,Pune,Silver,1,Individual,620.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,E-Class E,6,4–6 yrs,High Range,2987,255.0,1,0,0,0,0
655,Audi,A6 2.0 TDI Premium,1500000,2014,69000,2,Mohali,Blue,1,Individual,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,A6 2.0,11,11–15 yrs,Low to Mid Range,1968,177.0,1,0,0,0,0
656,Mitsubishi,Pajero SFX 2.8,625000,2011,40000,1,Mirzapur,White,2,Individual,292.0,AWD,4755.0,1775.0,1900.0,5.0,92.0,Pajero Sfx,14,11–15 yrs,Low to Mid Range,2835,118.0,1,0,0,0,0
657,Toyota,Etios G,325000,2011,101347,1,Pune,Red,3,Individual,132.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,Etios G,14,11–15 yrs,Low to Mid Range,1496,90.0,0,0,0,1,0
658,Mahindra,Marazzo M6 Plus 8 STR,1485000,2021,36700,1,Chennai,White,1,Individual,300.0,FWD,4585.0,1866.0,1774.0,8.0,45.0,Marazzo M6,4,4–6 yrs,Low to Mid Range,1497,121.0,1,0,0,0,0
659,Audi,A6 3.0 TDI quattro Premium,1650000,2012,240000,2,Lucknow,White,1,Individual,500.0,AWD,4915.0,1874.0,1455.0,5.0,75.0,A6 3.0,13,11–15 yrs,Low to Mid Range,2967,245.0,1,0,0,0,0
660,Audi,A3 35 TDI Premium,1800000,2014,76529,2,Pune,Blue,1,Individual,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 35,11,11–15 yrs,Low to Mid Range,1968,141.0,1,0,0,0,0
661,Toyota,Innova 2.5 VX 7 STR BS-III,1290000,2014,85000,1,Bangalore,Silver,2,Individual,200.0,RWD,4585.0,1760.0,1760.0,7.0,55.0,Innova 2.5,11,11–15 yrs,Low to Mid Range,2494,100.0,1,0,0,0,0
662,Nissan,Terrano XL D Plus,600000,2016,99000,1,Chennai,White,1,Individual,200.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,Terrano Xl,9,7–10 yrs,Low to Mid Range,1461,84.0,1,0,0,0,0
663,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],436000,2014,37959,2,Delhi,White,2,Individual,112.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,11,11–15 yrs,Low to Mid Range,1197,79.0,0,0,0,1,0
664,Toyota,Fortuner 2.8 4x4 AT [2016-2020],4300000,2021,60000,2,Chandigarh,White,1,Individual,450.0,AWD,4795.0,1855.0,1835.0,7.0,80.0,Fortuner 2.8,4,4–6 yrs,Low to Mid Range,2755,174.0,1,0,0,0,0
665,Datsun,Go T (O),270000,2017,27000,1,Lucknow,Silver,1,Individual,104.0,FWD,3785.0,1635.0,1485.0,5.0,35.0,Go T,8,7–10 yrs,Low to Mid Range,1198,67.0,0,0,0,1,0
666,Hyundai,Creta SX 1.4 Turbo 7 DCT,1911000,2022,1300,2,Delhi,Black,1,Individual,242.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,Creta Sx,3,0–3 yrs,Low to Mid Range,1353,138.0,0,0,0,1,0
667,BMW,X5 xDrive30d xLine,8600000,2020,21696,2,Mumbai,Blue,1,Individual,620.0,AWD,4922.0,2004.0,1745.0,5.0,80.0,X5 Xdrive30D,5,4–6 yrs,High Range,2993,262.0,1,0,0,0,0
668,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3900000,2019,33000,2,Delhi,Beige,1,Individual,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C,6,4–6 yrs,Low to Mid Range,1950,192.0,1,0,0,0,0
669,Volvo,V40 D3 R-Design,2000000,2016,6000,2,Mumbai,Red,1,Individual,350.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,V40 D3,9,7–10 yrs,Low to Mid Range,1984,150.0,1,0,0,0,0
670,Hyundai,Santro Sportz AMT [2018-2020],465000,2019,19000,2,Kolkata,Gold,1,Individual,99.0,FWD,3610.0,1645.0,1560.0,5.0,35.0,Santro Sportz,6,4–6 yrs,Low to Mid Range,1086,68.0,0,0,0,1,0
671,Honda,City V,875000,2019,58618,1,Pune,Grey,1,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,6,4–6 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
672,Mahindra,TUV300 T6 Plus,850000,2019,85641,1,Bhopal,White,1,Commercial Registration,240.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,Tuv300 T6,6,4–6 yrs,Low to Mid Range,1493,100.0,1,0,0,0,0
673,Renault,Kwid 1.0 RXT AMT Opt,426999,2020,41669,2,Zirakpur,Others,1,Individual,91.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,Kwid 1.0,5,4–6 yrs,Low to Mid Range,999,67.0,0,0,0,1,0
674,Mercedes-Benz,GLE 300d 4MATIC LWB,9200000,2022,10000,2,Delhi,Blue,1,Individual,500.0,AWD,4924.0,2157.0,1772.0,5.0,93.0,Gle 300D,3,0–3 yrs,High Range,1950,241.0,1,0,0,0,0
675,Hyundai,Creta 1.6 SX,1035000,2018,36000,1,Patna,Grey,1,Individual,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,Creta 1.6,7,7–10 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
676,Maruti Suzuki,DZire ZXi,695000,2018,31000,1,Mumbai,Grey,1,Individual,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,Dzire Zxi,7,7–10 yrs,Low to Mid Range,1197,89.0,0,0,0,1,0
677,BMW,X1 sDrive20d xLine,3675000,2020,37180,2,Bangalore,White,1,Individual,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,X1 Sdrive20D,5,4–6 yrs,Low to Mid Range,1995,184.0,1,0,0,0,0
678,Mahindra,Thar LX 4-STR Hard Top Diesel AT,1700000,2021,14000,2,Yamunanagar,Black,1,Individual,300.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,Thar Lx,4,4–6 yrs,Low to Mid Range,2184,130.0,1,0,0,0,0
679,Tata,Tiago Revotron XZ,449000,2018,53512,1,Hyderabad,Orange,2,Individual,114.0,FWD,3746.0,1647.0,1535.0,5.0,35.0,Tiago Revotron,7,7–10 yrs,Low to Mid Range,1199,84.0,0,0,0,1,0
680,MG,Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,3950000,2021,40000,2,Delhi,Silver,1,Individual,480.0,AWD,4985.0,1926.0,1867.0,6.0,75.0,Gloster Sharp,4,4–6 yrs,Low to Mid Range,1996,215.0,1,0,0,0,0
681,Hyundai,Elite i20 Sportz 1.4,565000,2015,65000,1,Ludhiana,White,2,Individual,220.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,Elite I20,10,7–10 yrs,Low to Mid Range,1396,89.0,1,0,0,0,0
682,BMW,X1 sDrive20d xLine,3775000,2019,32963,2,Bangalore,Black,1,Individual,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,X1 Sdrive20D,6,4–6 yrs,Low to Mid Range,1995,184.0,1,0,0,0,0
683,Mercedes-Benz,E-Class E220 CDI Blue Efficiency,1275000,2012,101000,2,Surat,Brown,2,Individual,400.0,RWD,4868.0,1854.0,1470.0,5.0,80.0,E-Class E220,13,11–15 yrs,Low to Mid Range,2143,231.0,1,0,0,0,0
684,Renault,Kwid 1.0 RXT Edition,375000,2018,14000,1,Mumbai,Green,1,Individual,91.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,Kwid 1.0,7,7–10 yrs,Low to Mid Range,999,67.0,0,0,0,1,0
685,Maruti Suzuki,Vitara Brezza ZDi,949000,2018,50500,1,Dharwad,Blue,1,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,7,7–10 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
